area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Hoston ,1105,2.0,1.0,72.4970519513881
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,SrncyRe,1330,2.0,2.0,90.12114982043605
Super built-up  Area,Ready To Move,New Gurappana Palya,2 BHK,,1185,2.0,3.0,73.38204768386538
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Niacesa,1199,2.0,3.0,77.86696811212603
Super built-up  Area,19-Mar,Thanisandra,2 BHK,Bhe 2ko,1183,2.0,1.0,75.56224151648453
Plot  Area,Ready To Move,BTM 2nd Stage,7 Bedroom,,1200,6.0,2.0,209.58748553473941
Built-up  Area,Ready To Move,Hennur Road,2 BHK,MItatHa,1460,2.0,2.0,89.2529581829903
Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,SryleHo,1870,3.0,1.0,129.34969806765784
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,Soitya ,1930,3.0,2.0,140.48974108746333
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,3.0,2.0,100.91370686514594
Super built-up  Area,Ready To Move,Koramangala,3 BHK,,2292,3.0,1.0,145.9331595608719
Super built-up  Area,Ready To Move,Nobo Nagar,2 BHK,Myolai ,1450,3.0,2.0,101.80383784901642
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1630,3.0,3.0,117.65955712281642
Super built-up  Area,Ready To Move,Attibele,2 BHK,Jae 2hu,656,2.0,1.0,54.85256330102529
Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,SRionri,1250,2.0,0.0,83.2593131753523
Built-up  Area,Ready To Move,Nelamangala,1 Bedroom,,525,1.0,1.0,26.84916492532119
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2.0,1.0,66.40597012331185
Plot  Area,Ready To Move,Naganathapura,6 Bedroom,,600,3.0,2.0,125.46167249607157
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,,2700,3.0,3.0,159.70767038760084
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,,1606,3.0,,120.1046045272961
Built-up  Area,Ready To Move,Old Airport Road,2 BHK,,1000,2.0,2.0,71.17619920934466
Super built-up  Area,19-Dec,Binny Pete,4 BHK,Shestlo,2695 - 2940,,,126.98905249535596
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,900,2.0,0.0,82.98464423715228
Built-up  Area,Ready To Move,Old Madras Road,3 BHK,Raion M,1200,2.0,0.0,91.20604718075566
Plot  Area,Ready To Move,Mico Layout,3 Bedroom,,1200,3.0,1.0,120.43465065076707
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119,5.0,2.0,181.67415295914526
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,126.2554387434006
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Vandak ,1218,2.0,2.0,75.80825287214007
Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,,1140,2.0,1.0,77.80721572409779
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,DSestpr,1362,2.0,1.0,92.50805770659412
Super built-up  Area,Ready To Move,JCR Layout,2 BHK,ARnamru,1040,2.0,2.0,68.81333309538154
Plot  Area,18-Jan,Classic Paradise Layout,4 Bedroom,,1000,3.0,3.0,120.22800090182491
Built-up  Area,Ready To Move,Kodbisanhalli,4 BHK,Diacee ,2955,3.0,3.0,183.57483973720156
Plot  Area,Ready To Move,Hennur Road,3 Bedroom,,2289,2.0,0.0,147.4801959883732
Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1320,2.0,2.0,89.72817679926983
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,Prllsan,1373,2.0,1.0,83.02872891864251
Super built-up  Area,19-Dec,Whitefield,3 BHK,Oreldhi,1564,3.0,1.0,117.32472361997183
Built-up  Area,Ready To Move,Vasanth nagar,3 BHK,Cunts A,1590,3.0,0.0,123.41060589205813
Super built-up  Area,Ready To Move,Kachanayakanahalli,2 BHK,ICoolon,823,2.0,1.0,61.41521275450099
Built-up  Area,Ready To Move,Gubbalala,2 BHK,,1000,2.0,2.0,71.17619920934466
Super built-up  Area,19-Jan,Kumara Park,3 BHK,Unksh P,1652,3.0,2.0,119.65349198780828
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,,1212,2.0,3.0,74.44307484101415
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Maionra,2400,3.0,2.0,149.83571969485433
Super built-up  Area,Ready To Move,Ejipura,3 BHK,Nimeska,1350,2.0,1.0,92.03649008119466
Built-up  Area,Ready To Move,Geddalahalli,4 Bedroom,,2160,4.0,1.0,171.4708838771606
Built-up  Area,Ready To Move,HBR Layout,5 Bedroom,,2400,5.0,0.0,208.8218406006305
Super built-up  Area,Ready To Move,Sai Gardens,2 BHK,Alivae ,1239,2.0,2.0,76.63349621658911
Built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,HoAcela,1500,3.0,2.0,117.61506026470984
Plot  Area,Ready To Move,9th Block Jayanagar,7 Bedroom,,1650,5.0,0.0,212.65144903825097
Built-up  Area,Ready To Move,Amco Colony,3 Bedroom,,2200,3.0,2.0,145.12317174634452
Built-up  Area,Ready To Move,Sarjapur,3 Bedroom,Prldsum,3009,3.0,0.0,179.17347759554326
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,,1890,3.0,1.0,131.90425681027205
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1330,2.0,2.0,90.12114982043605
Built-up  Area,18-Jan,"Panathur Road, ",3 BHK,,1667,3.0,2.0,124.17770971818555
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1750,3.0,3.0,122.37523337681094
Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,1755,3.0,2.0,123.70111410582024
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,,1250,2.0,3.0,75.93637232144576
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,,1300,3.0,3.0,104.6914474243315
Super built-up  Area,18-Dec,Hosur Road,3 BHK,PuendWe,1691,3.0,1.0,122.3154809887827
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,,2404,3.0,2.0,149.20506317950725
Super built-up  Area,Ready To Move, Devarachikkanahalli,6 BHK,,3150,6.0,2.0,258.89148054967063
Built-up  Area,Ready To Move,3rd Block Banashankari,3 BHK,,2200,3.0,2.0,145.12317174634452
Super built-up  Area,Ready To Move,Devanahalli,3 BHK,Brntsal,1210,2.0,1.0,86.53486778486771
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,G conTh,3395,4.0,2.0,214.93889957413333
Plot  Area,Ready To Move,Hennur Road,5 Bedroom,,1350,5.0,3.0,177.65087752551725
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2732,4.0,3.0,187.75539405238743
Super built-up  Area,Ready To Move,Anekal,1 BHK,,459,2.0,1.0,37.19939567281655
Super built-up  Area,Ready To Move,Narayanapura,3 BHK,,1485,3.0,2.0,113.09084253433258
Plot  Area,Ready To Move,Pattegarhpalya,4 Bedroom,,600,4.0,2.0,122.51708515942302
Super built-up  Area,Ready To Move,Varthur,2 BHK,Hirio L,1100,2.0,1.0,72.300565440805
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,LencyRe,1100,2.0,1.0,86.14692275066737
Super built-up  Area,Ready To Move,Anekal,2 BHK,,620,1.0,1.0,36.55924953900666
Plot  Area,Ready To Move,Kadugondanahalli,4 Bedroom,,920,2.0,1.0,102.46439428352734
Built-up  Area,Ready To Move,"Bellandur, ",5 BHK,,4239,5.0,3.0,277.7013965378179
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,ElireSo,2290,3.0,2.0,144.89469198498864
Super built-up  Area,Ready To Move,Pai Layout,2 BHK,,1130,2.0,2.0,72.35009028587743
Carpet  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,AcisePa,1395,2.0,2.0,99.40455157090442
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1 BHK,DShtsow,597,1.0,1.0,25.74381247908994
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,100Sq. Meter,3.0,1.0,110.09904801747943
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,GoratAr,1325,2.0,2.0,80.01306419861851
Super built-up  Area,Ready To Move,Chikkalasandra,1 BHK,Churad ,700,1.0,1.0,29.791434597101897
Super built-up  Area,Ready To Move,Whitefield,3 BHK,S mesci,1500,2.0,3.0,95.6722969618354
Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,PlhtsHe,1092,2.0,1.0,71.98618702387202
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,SaisePa,1265,2.0,2.0,77.65522607162126
Super built-up  Area,18-Mar,8th Phase JP Nagar,2 BHK,,1150,2.0,2.0,73.13603632820985
Plot  Area,Ready To Move,Manjunath Nagar,2 Bedroom,,1000,2.0,0.0,86.91437444881437
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1612,2.0,2.0,91.29138990608872
Plot  Area,Ready To Move,agara tataguni,2 Bedroom,,1320,2.0,0.0,99.48951112613308
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,KBnnupu,1007,2.0,2.0,71.451280324161
Built-up  Area,Ready To Move,Yelahanka,3 BHK,,1562,3.0,1.0,121.18088721436655
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Scentl ,1385,2.0,,94.5412898737026
Super built-up  Area,Ready To Move,Whitefield,3 BHK,SVhtsei,1671,3.0,,122.65892916487647
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,Nathira,1200,3.0,1.0,120.43465065076707
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Mahla T,1285,3.0,2.0,109.16614030963633
Plot  Area,Ready To Move,New Bank Colony,8 Bedroom,,2400,8.0,2.0,300.4130689575596
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,,1240,2.0,2.0,76.67279351870573
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Hiate F,1350,2.0,3.0,83.8008607317358
Built-up  Area,Ready To Move,Frazer Town,3 BHK,,2800,3.0,3.0,167.5721587978909
Plot  Area,Ready To Move,Bank Of Baroda Colony,4 Bedroom,,1350,4.0,3.0,150.86066752846253
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Adeatlm,3005,4.0,2.0,199.61295174865114
Built-up  Area,Ready To Move,BEML Layout,3 BHK,Vasta V,1500,3.0,2.0,117.61506026470984
Plot  Area,Ready To Move,Singasandra,2 Bedroom,,1073,2.0,1.0,88.65368328490149
Plot  Area,Ready To Move,KR Puram,5 Bedroom,,1120,4.0,1.0,153.99267558972653
Super built-up  Area,Ready To Move,Budigere,1 BHK,PrityTr,664,1.0,1.0,28.37673172090355
Plot  Area,18-Apr,Singasandra,10 Bedroom,,1305,10.0,3.0,309.83354891554285
Super built-up  Area,Ready To Move,Byagadadhenahalli,2 BHK,VBavaai,620,2.0,1.0,53.43786042482694
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Hintsk ,1470,2.0,2.0,95.62277211676297
Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,2 BHK,MaisePa,1190,2.0,1.0,75.83732263130088
Super built-up  Area,18-Aug,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,77.48780932019896
Built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,Shise P,1275,2.0,1.0,93.02395062107604
Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1308,2.0,1.0,80.47440428106216
Super built-up  Area,18-May,Choodasandra,3 BHK,Emhtsl ,1546,3.0,2.0,115.48797796344645
Super built-up  Area,Ready To Move,NRI Layout,3 BHK,Adarli ,1630,3.0,2.0,118.78895134124262
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3553,4.0,2.0,222.91648600884122
Super built-up  Area,Ready To Move,Cooke Town,3 BHK,,1500,3.0,1.0,114.80969628450809
Built-up  Area,Ready To Move,Gokula Extension,3 BHK,DSrat S,1275,2.0,1.0,93.02395062107604
Plot  Area,Ready To Move,Vidyaranyapura,6 Bedroom,,3000,6.0,3.0,269.28163601499654
Built-up  Area,Ready To Move,Shantiniketan Layout,3 BHK,Wisic C,1580,2.0,3.0,102.75083932979304
Super built-up  Area,18-Aug,Hormavu,3 BHK,Kolisl ,1498,3.0,2.0,113.60170746184865
Super built-up  Area,Ready To Move,Hanuma Reddy Layout,2 BHK,,1328,2.0,2.0,80.13095610496838
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,Samesar,1291,2.0,3.0,77.5475617082272
Built-up  Area,Ready To Move,Dasarahalli,3 BHK,Sooneoo,1700,3.0,2.0,125.47452068803403
Built-up  Area,Ready To Move,Anekal,2 BHK,,1200,2.0,2.0,79.03565963266885
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,600,3.0,1.0,86.94467026956008
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,Shreean,1491,2.0,2.0,96.44801546121202
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Shana S,1305,2.0,2.0,79.2271181562861
Built-up  Area,Ready To Move,Old Madras Road,3 Bedroom,GRlas V,2300,3.0,2.0,149.0529019580066
Built-up  Area,Ready To Move,Koramangala,2 BHK,PNinena,1070,2.0,2.0,73.92701035750812
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1143,2.0,2.0,72.8609552133935
Super built-up  Area,Ready To Move,Maragondanahalli,2 BHK,ArnzaFi,1307,2.0,2.0,79.30571276051933
Plot  Area,Ready To Move,Babusapalaya,3 Bedroom,,2400,3.0,1.0,167.59141319071222
Super built-up  Area,20-Dec,Varthur,3 BHK,Myple M,1535,3.0,2.0,115.05570764016363
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Bhensa ,1660,3.0,,122.22665884159363
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1135,2.0,2.0,72.54657679646053
Super built-up  Area,Ready To Move,New Baiyyappanahalli,1 BHK,,750,1.0,1.0,31.75629970293295
Super built-up  Area,18-Feb,Dasarahalli,3 BHK,KSliaor,1367,2.0,1.0,92.70454421717722
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Prarkun,630,1.0,1.0,26.93066591501372
Plot  Area,Ready To Move,Pattegarhpalya,2 Bedroom,,2656,2.0,0.0,151.9907067539387
Plot  Area,Ready To Move,Kalyan nagar,8 Bedroom,,1200,7.0,1.0,237.50708975022036
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,56.58164459415661
Plot  Area,Ready To Move,Kalidasa Layout,7 Bedroom,,545,7.0,3.0,199.59696931574678
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1890,4.0,3.0,144.75546655895815
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,76.76582976789207
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,914,2.0,2.0,63.8618730286873
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,1163,2.0,1.0,74.7762954741521
Super built-up  Area,Ready To Move,Rajarajeshwari nagar,2 BHK,,1095,2.0,1.0,72.1040789302219
Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,,754,2.0,1.0,62.6384571070821
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCs 2rj,2159,4.0,2.0,156.4558350467554
Plot  Area,Ready To Move,Mathikere Extension,4 Bedroom,,1200,3.0,1.0,130.3462497620015
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Pae 1ov,1300,2.0,1.0,80.16002586412918
Super built-up  Area,Ready To Move,Chikku Lakshmaiah Layout,4 BHK,Prlis A,3600,4.0,0.0,225.253634944893
Built-up  Area,Ready To Move,Gottigere,2 BHK,,900,2.0,2.0,67.24646899768257
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1075,2.0,1.0,75.25289108651742
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1900,3.0,3.0,130.03844139458587
Built-up  Area,Ready To Move,Chandra Layout,2 BHK,,1600,2.0,1.0,95.88397469774343
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1285,2.0,2.0,78.44117211395368
Super built-up  Area,18-Dec,JP Nagar,3 BHK,Shestut,2640,3.0,2.0,158.4792264790298
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Srncya ,1150,2.0,1.0,74.26543054663605
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1930,4.0,2.0,147.4567528620492
Super built-up  Area,Ready To Move,CV Raman Nagar,1 BHK,Trave E,600,1.0,1.0,25.861704385439808
Plot  Area,Ready To Move,Kadugodi,4 Bedroom,,1920,4.0,2.0,174.38952395336267
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1241,2.0,1.0,87.75308415048298
Super built-up  Area,18-Aug,Hosur Road,3 BHK,PuendWe,1906,3.0,1.0,130.7644009438562
Super built-up  Area,19-Feb,Basavangudi,3 BHK,,1650,3.0,2.0,119.57489738357503
Super built-up  Area,19-Dec,Electronic City,1 BHK,Shntie ,530 - 575,1.0,0.0,25.014519219401777
Plot  Area,Ready To Move,Prithvi Layout,3 Bedroom,Prigh L,2500,4.0,2.0,187.2703600697684
Plot  Area,Ready To Move,Adugodi,5 Bedroom,,1400,3.0,2.0,146.9879150781339
Built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,MancyRe,1350,2.0,3.0,93.71245984297022
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1400,2.0,2.0,82.96036185736509
Super built-up  Area,Ready To Move,Reliable Tranquil Layout,3 BHK,,1500,3.0,0.0,115.93909050293429
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1507,3.0,2.0,113.95538318089824
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,,1110,2.0,2.0,71.564144243545
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160 - 1260,2.0,0.0,77.7526628920595
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1609,3.0,1.0,119.09310221521977
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prncy R,1280,2.0,1.0,79.37407982179677
Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1610,2.0,2.0,101.12439441308992
Super built-up  Area,20-Jan,Binny Pete,2 BHK,She 2rk,1335,2.0,1.0,81.53543143821092
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,Reitice,1650,3.0,3.0,118.44550316514884
Built-up  Area,Ready To Move,Nayandanahalli,2 BHK,Rarelt ,1280,2.0,1.0,83.30883802042473
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Sthtsg ,1050,2.0,,72.25294027721372
Super built-up  Area,Ready To Move,Govindapura,2 BHK,AbarkVa,1310,2.0,1.0,80.55299888529541
Super built-up  Area,18-May,Devarabisanahalli,2 BHK,,1350,2.0,2.0,80.99549675153403
Plot  Area,Ready To Move,Akshaya Nagar,3 Bedroom,,540,4.0,1.0,111.37704213961753
Built-up  Area,Ready To Move,Thubarahalli,3 BHK,Soowsa ,1263,2.0,1.0,92.5523829956766
Super built-up  Area,Ready To Move,Chokkanahalli,3 BHK,DSineSu,1340,2.0,2.0,90.51412284160224
Super built-up  Area,18-May,Old Airport Road,4 BHK,Jaades ,2690,4.0,,189.49309001876793
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1511,3.0,1.0,115.24196660779091
Super built-up  Area,Ready To Move,Shanthala Nagar,3 BHK,Niair M,2500,3.0,2.0,152.97760418270286
Super built-up  Area,19-May,Thanisandra,3 BHK,G conTh,1589,3.0,3.0,116.04836773603496
Plot  Area,Ready To Move,Hulimavu,9 Bedroom,,1200,6.0,2.0,229.4106837572083
Built-up  Area,Ready To Move,Munnekollal,3 BHK,JRarlPe,1527,3.0,0.0,120.93487585871101
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,DSdorSp,1017,2.0,1.0,69.03888936512546
Built-up  Area,Ready To Move, Kanakpura Road,1 RK,Srini S,435,1.0,0.0,24.4418019532515
Super built-up  Area,19-Aug,Attibele,2 BHK,,805,2.0,1.0,60.70786131640181
Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,KHatsFl,750,1.0,2.0,44.473262794369134
Carpet  Area,Ready To Move,1st Block Koramangala,8 BHK,,3400,8.0,2.0,329.0253031858233
Plot  Area,Ready To Move,Sadaramangala,3 Bedroom,,1915,4.0,3.0,163.15204411311896
Super built-up  Area,Ready To Move,Andrahalli,8 BHK,,4000,8.0,3.0,344.74521312448167
Super built-up  Area,Ready To Move,Ittamadu,2 BHK,Naory G,1120,2.0,2.0,71.95711726471121
Super built-up  Area,18-Oct,Whitefield,2 BHK,Umods W,1290,2.0,1.0,79.76705284296298
Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,,1200,2.0,2.0,75.10090143404089
Plot  Area,Ready To Move,Ramamurthy Nagar,8 Bedroom,,1200,6.0,2.0,219.49908464597385
Built-up  Area,Ready To Move,Gubbalala,2 Bedroom,,2400,2.0,2.0,126.192422172614
Built-up  Area,17-Jan,Thanisandra,3 BHK,Soitya ,1700,3.0,2.0,125.47452068803403
Super built-up  Area,Ready To Move,8th Block Jayanagar,3 BHK,Adens G,1600,3.0,3.0,116.4806380593178
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1240,2.0,1.0,77.80218773713193
Super built-up  Area,Ready To Move,Ankappa Layout,2 BHK,Sancya ,1100,2.0,2.0,71.1711712223788
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,,525,1.0,1.0,22.91440672669323
Super built-up  Area,16-Jul,Victoria Layout,2 BHK,,1200,2.0,1.0,76.23029565246709
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Leilo E,2190,3.0,2.0,140.79544052655035
Super built-up  Area,Ready To Move,Roopena Agrahara,3 BHK,Neide P,1435,2.0,1.0,95.37676076110743
Built-up  Area,Ready To Move,Bande Nallasandra,3 Bedroom,Ceityy ,1741 - 2074,3.0,0.0,135.8874993140853
Plot  Area,18-Nov,Chandapura,2 Bedroom,,1200,2.0,1.0,93.64444065371237
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2.0,1.0,88.49973289069877
Built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,,470,1.0,1.0,24.68781330890704
Plot  Area,Ready To Move,Annaiah Reddy Layout,4 Bedroom,,1550,3.0,1.0,144.10030550281883
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1060,2.0,1.0,70.61871582221545
Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1710,3.0,2.0,121.93273551057229
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,,1610,2.0,3.0,99.99500019466372
Super built-up  Area,18-Aug,Haralur Road,1 BHK,SNnia E,560,1.0,1.0,24.28981230077497
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,PhestOn,1763,3.0,2.0,115.87250611180058
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1200,2.0,1.0,76.23029565246709
Super built-up  Area,Ready To Move,Kamakshipalya,6 BHK,,1200,3.0,1.0,132.75530298322508
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Sincyh ,1000,2.0,0.0,73.43498764619706
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Trade E,1360,2.0,1.0,92.42946310236087
Super built-up  Area,19-Dec,Sarjapur  Road,2 BHK,Soini T,868,2.0,2.0,62.05419713132274
Built-up  Area,Ready To Move,MS Pallya,7 Bedroom,,4600,7.0,0.0,348.8563252513061
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Prensya,1273,2.0,1.0,79.09899870698042
Super built-up  Area,Ready To Move,Ashwini layout,2 BHK,,1100,2.0,3.0,70.0417770039526
Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,,1175,2.0,2.0,74.11846888112537
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,,1165,2.0,1.0,74.85489007838535
Super built-up  Area,18-Aug,Hennur Road,3 BHK,Puachal,1804,3.0,2.0,125.62668190953467
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,NCdgerj,1109,2.0,0.0,73.78363537828079
Super built-up  Area,Ready To Move,Begur Road,3 BHK,SLtalry,1610,2.0,2.0,101.12439441308992
Plot  Area,Ready To Move,Hoskote,2 Bedroom,,600,2.0,1.0,70.0660593837398
Built-up  Area,18-Dec,Huskur,2 BHK,,1020,2.0,1.0,73.09153947010327
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1682,3.0,1.0,121.9618052697331
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,1000,1.0,0.0,70.03576356299408
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175,2.0,1.0,75.24786309955157
Built-up  Area,18-Aug,Bommasandra Industrial Area,3 BHK,,1400,2.0,1.0,97.93611338565366
Plot  Area,18-May,Sarjapur,4 Bedroom,Puodsm ,2500,5.0,3.0,212.93117584839692
Super built-up  Area,18-Dec,Vivekananda Nagar,3 BHK,,1650,3.0,2.0,119.57489738357503
Super built-up  Area,18-Apr,Devanahalli,2 BHK,Sabixtt,1009,2.0,2.0,67.59511672976629
Plot  Area,Ready To Move,4th T block Jayanagar,4 Bedroom,,2400,4.0,0.0,195.51101740619313
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,SLaceda,1353,3.0,1.0,109.0329928733648
Super built-up  Area,18-Jan,Bannerghatta Road,3 BHK,GRarken,1640,3.0,2.0,119.18192436240882
Plot  Area,Ready To Move,Dinnur,3 Bedroom,,1500,2.0,1.0,115.34523039993307
Super built-up  Area,18-May,Seegehalli,3 BHK,,1295,3.0,2.0,105.6243551321746
Plot  Area,Ready To Move,Jayanagar,8 Bedroom,,2100,7.0,2.0,271.745267436753
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Vaosei ,1152 - 1197,2.0,0.0,76.35760866691945
Super built-up  Area,19-Dec,Anjanapura,3 BHK,DSapeto,1456,2.0,1.0,96.20200410555648
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,,1065,2.0,2.0,69.79576564829706
Built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,Oaeze B,1575,3.0,0.0,122.82114636030882
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1180,2.0,1.0,85.35594872136909
Super built-up  Area,Ready To Move,VHBCS Layout,3 BHK,OlarkLa,1881,3.0,3.0,127.52317995408828
Super built-up  Area,18-Jul,Hosa Road,2 BHK,Mahesr ,1161,2.0,1.0,74.69770086991886
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Prldsri,1278,3.0,1.0,106.08569521461823
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1335,2.0,1.0,85.47018963683888
Plot  Area,Ready To Move,Nandini Layout,7 Bedroom,,1650,4.0,0.0,195.77283815243067
Super built-up  Area,18-Nov,Sarjapur  Road,1 BHK,AsastDe,778,1.0,1.0,32.856624162198344
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1575,2.0,2.0,99.74898883900818
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,781,1.0,2.0,31.845121850122013
Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1200,2.0,1.0,76.23029565246709
