area_type,availability,location,size,society,total_sqft,bath,balcony,price
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,900,2.0,0.0,68.06640625
Built-up  Area,Ready To Move,Old Madras Road,3 BHK,Raion M,1200,2.0,0.0,54.552734375
Plot  Area,Ready To Move,Mico Layout,3 Bedroom,,1200,3.0,1.0,134.251953125
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119,5.0,2.0,168.6572265625
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,103.3779296875
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Vandak ,1218,2.0,2.0,61.2626953125
Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,,1140,2.0,1.0,22.021484375
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,DSestpr,1362,2.0,1.0,75.2333984375
Super built-up  Area,Ready To Move,JCR Layout,2 BHK,ARnamru,1040,2.0,2.0,34.373046875
Plot  Area,18-Jan,Classic Paradise Layout,4 Bedroom,,1000,3.0,3.0,99.7509765625
Built-up  Area,Ready To Move,Kodbisanhalli,4 BHK,Diacee ,2955,3.0,3.0,211.9296875
Plot  Area,Ready To Move,Hennur Road,3 Bedroom,,2289,2.0,0.0,193.73046875
Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1320,2.0,2.0,80.4951171875
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,Prllsan,1373,2.0,1.0,52.79296875
Super built-up  Area,19-Dec,Whitefield,3 BHK,Oreldhi,1564,3.0,1.0,113.0478515625
Built-up  Area,Ready To Move,Vasanth nagar,3 BHK,Cunts A,1590,3.0,0.0,550.73828125
Super built-up  Area,Ready To Move,Kachanayakanahalli,2 BHK,ICoolon,823,2.0,1.0,36.1337890625
Built-up  Area,Ready To Move,Gubbalala,2 BHK,,1000,2.0,2.0,32.4931640625
Super built-up  Area,19-Jan,Kumara Park,3 BHK,Unksh P,1652,3.0,2.0,326.4375
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,,1212,2.0,3.0,36.779296875
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Maionra,2400,3.0,2.0,350.7119140625
Super built-up  Area,Ready To Move,Ejipura,3 BHK,Nimeska,1350,2.0,1.0,55.71875
Built-up  Area,Ready To Move,Geddalahalli,4 Bedroom,,2160,4.0,1.0,131.23046875
Built-up  Area,Ready To Move,HBR Layout,5 Bedroom,,2400,5.0,0.0,200.97265625
Super built-up  Area,Ready To Move,Sai Gardens,2 BHK,Alivae ,1239,2.0,2.0,48.16015625
Built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,HoAcela,1500,3.0,2.0,105.2119140625
Plot  Area,Ready To Move,9th Block Jayanagar,7 Bedroom,,1650,5.0,0.0,262.1689453125
Built-up  Area,Ready To Move,Amco Colony,3 Bedroom,,2200,3.0,2.0,109.322265625
Built-up  Area,Ready To Move,Sarjapur,3 Bedroom,Prldsum,3009,3.0,0.0,155.884765625
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,,1890,3.0,1.0,294.9248046875
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1330,2.0,2.0,51.5595703125
Built-up  Area,18-Jan,"Panathur Road, ",3 BHK,,1667,3.0,2.0,126.1318359375
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1750,3.0,3.0,87.361328125
Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,1755,3.0,2.0,119.859375
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,,1250,2.0,3.0,109.892578125
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,,1300,3.0,3.0,78.0048828125
Super built-up  Area,18-Dec,Hosur Road,3 BHK,PuendWe,1691,3.0,1.0,107.65234375
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,,2404,3.0,2.0,144.4111328125
Super built-up  Area,Ready To Move, Devarachikkanahalli,6 BHK,,3150,6.0,2.0,224.7138671875
Built-up  Area,Ready To Move,3rd Block Banashankari,3 BHK,,2200,3.0,2.0,312.525390625
Super built-up  Area,Ready To Move,Devanahalli,3 BHK,Brntsal,1210,2.0,1.0,68.119140625
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,G conTh,3395,4.0,2.0,205.166015625
Plot  Area,Ready To Move,Hennur Road,5 Bedroom,,1350,5.0,3.0,206.9501953125
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2732,4.0,3.0,216.7177734375
Super built-up  Area,Ready To Move,Anekal,1 BHK,,459,2.0,1.0,11.5625
Super built-up  Area,Ready To Move,Narayanapura,3 BHK,,1485,3.0,2.0,90.703125
Plot  Area,Ready To Move,Pattegarhpalya,4 Bedroom,,600,4.0,2.0,19.7685546875
Super built-up  Area,Ready To Move,Varthur,2 BHK,Hirio L,1100,2.0,1.0,43.904296875
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,LencyRe,1100,2.0,1.0,65.076171875
Super built-up  Area,Ready To Move,Anekal,2 BHK,,620,1.0,1.0,28.9365234375
Plot  Area,Ready To Move,Kadugondanahalli,4 Bedroom,,920,2.0,1.0,18.4248046875
Built-up  Area,Ready To Move,"Bellandur, ",5 BHK,,4239,5.0,3.0,279.712890625
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,ElireSo,2290,3.0,2.0,721.892578125
Super built-up  Area,Ready To Move,Pai Layout,2 BHK,,1130,2.0,2.0,45.9384765625
Carpet  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,AcisePa,1395,2.0,2.0,59.4345703125
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1 BHK,DShtsow,597,1.0,1.0,11.46484375
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,100Sq. Meter,3.0,1.0,77.6767578125
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,GoratAr,1325,2.0,2.0,92.6416015625
Super built-up  Area,Ready To Move,Chikkalasandra,1 BHK,Churad ,700,1.0,1.0,17.7587890625
Super built-up  Area,Ready To Move,Whitefield,3 BHK,S mesci,1500,2.0,3.0,81.6005859375
Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,PlhtsHe,1092,2.0,1.0,84.9892578125
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,SaisePa,1265,2.0,2.0,75.400390625
Super built-up  Area,18-Mar,8th Phase JP Nagar,2 BHK,,1150,2.0,2.0,47.2373046875
Plot  Area,Ready To Move,Manjunath Nagar,2 Bedroom,,1000,2.0,0.0,93.396484375
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1612,2.0,2.0,84.767578125
Plot  Area,Ready To Move,agara tataguni,2 Bedroom,,1320,2.0,0.0,403758164977.416
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,KBnnupu,1007,2.0,2.0,38.0439453125
Built-up  Area,Ready To Move,Yelahanka,3 BHK,,1562,3.0,1.0,83.177734375
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Scentl ,1385,2.0,,54.1416015625
Super built-up  Area,Ready To Move,Whitefield,3 BHK,SVhtsei,1671,3.0,,120.748046875
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,Nathira,1200,3.0,1.0,149.482421875
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Mahla T,1285,3.0,2.0,67.6494140625
Plot  Area,Ready To Move,New Bank Colony,8 Bedroom,,2400,8.0,2.0,403758164801.81055
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,,1240,2.0,2.0,58.3251953125
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Hiate F,1350,2.0,3.0,69.70703125
Built-up  Area,Ready To Move,Frazer Town,3 BHK,,2800,3.0,3.0,255.166015625
Plot  Area,Ready To Move,Bank Of Baroda Colony,4 Bedroom,,1350,4.0,3.0,213.1708984375
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Adeatlm,3005,4.0,2.0,200.6103515625
Built-up  Area,Ready To Move,BEML Layout,3 BHK,Vasta V,1500,3.0,2.0,99.1904296875
Plot  Area,Ready To Move,Singasandra,2 Bedroom,,1073,2.0,1.0,108.8115234375
Plot  Area,Ready To Move,KR Puram,5 Bedroom,,1120,4.0,1.0,150.1943359375
Super built-up  Area,Ready To Move,Budigere,1 BHK,PrityTr,664,1.0,1.0,7.279296875
Plot  Area,18-Apr,Singasandra,10 Bedroom,,1305,10.0,3.0,286.35546875
Super built-up  Area,Ready To Move,Byagadadhenahalli,2 BHK,VBavaai,620,2.0,1.0,21.5673828125
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Hintsk ,1470,2.0,2.0,73.9306640625
Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,2 BHK,MaisePa,1190,2.0,1.0,60.84765625
Super built-up  Area,18-Aug,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,70.818359375
Built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,Shise P,1275,2.0,1.0,54.1611328125
Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1308,2.0,1.0,95.1484375
Super built-up  Area,18-May,Choodasandra,3 BHK,Emhtsl ,1546,3.0,2.0,103.4091796875
Super built-up  Area,Ready To Move,NRI Layout,3 BHK,Adarli ,1630,3.0,2.0,64.904296875
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3553,4.0,2.0,394.060546875
Super built-up  Area,Ready To Move,Cooke Town,3 BHK,,1500,3.0,1.0,194.02734375
Built-up  Area,Ready To Move,Gokula Extension,3 BHK,DSrat S,1275,2.0,1.0,90.53125
Plot  Area,Ready To Move,Vidyaranyapura,6 Bedroom,,3000,6.0,3.0,261.75
Built-up  Area,Ready To Move,Shantiniketan Layout,3 BHK,Wisic C,1580,2.0,3.0,52.2880859375
Super built-up  Area,18-Aug,Hormavu,3 BHK,Kolisl ,1498,3.0,2.0,82.4873046875
Super built-up  Area,Ready To Move,Hanuma Reddy Layout,2 BHK,,1328,2.0,2.0,403758165053.334
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,Samesar,1291,2.0,3.0,40.591796875
Built-up  Area,Ready To Move,Dasarahalli,3 BHK,Sooneoo,1700,3.0,2.0,98.7275390625
Built-up  Area,Ready To Move,Anekal,2 BHK,,1200,2.0,2.0,20.01171875
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,600,3.0,1.0,74.5224609375
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,Shreean,1491,2.0,2.0,32.6748046875
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Shana S,1305,2.0,2.0,46.599609375
Built-up  Area,Ready To Move,Old Madras Road,3 Bedroom,GRlas V,2300,3.0,2.0,125.841796875
Built-up  Area,Ready To Move,Koramangala,2 BHK,PNinena,1070,2.0,2.0,144.4404296875
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1143,2.0,2.0,39.1572265625
Super built-up  Area,Ready To Move,Maragondanahalli,2 BHK,ArnzaFi,1307,2.0,2.0,41.537109375
Plot  Area,Ready To Move,Babusapalaya,3 Bedroom,,2400,3.0,1.0,193.9658203125
Super built-up  Area,20-Dec,Varthur,3 BHK,Myple M,1535,3.0,2.0,83.78515625
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Bhensa ,1660,3.0,,120.962890625
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1135,2.0,2.0,48.8974609375
Super built-up  Area,Ready To Move,New Baiyyappanahalli,1 BHK,,750,1.0,1.0,403758165100.11426
Super built-up  Area,18-Feb,Dasarahalli,3 BHK,KSliaor,1367,2.0,1.0,61.6982421875
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Prarkun,630,1.0,1.0,5.591796875
Plot  Area,Ready To Move,Pattegarhpalya,2 Bedroom,,2656,2.0,0.0,81.1953125
Plot  Area,Ready To Move,Kalyan nagar,8 Bedroom,,1200,7.0,1.0,236.37890625
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,32.69921875
Plot  Area,Ready To Move,Kalidasa Layout,7 Bedroom,,545,7.0,3.0,403758164915.28516
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1890,4.0,3.0,126.0341796875
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,70.2802734375
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,914,2.0,2.0,24.666015625
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,1163,2.0,1.0,50.8525390625
Super built-up  Area,Ready To Move,Rajarajeshwari nagar,2 BHK,,1095,2.0,1.0,78.8349609375
Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,,754,2.0,1.0,21.4921875
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCs 2rj,2159,4.0,2.0,132.5205078125
Plot  Area,Ready To Move,Mathikere Extension,4 Bedroom,,1200,3.0,1.0,163.08203125
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Pae 1ov,1300,2.0,1.0,78.8818359375
Super built-up  Area,Ready To Move,Chikku Lakshmaiah Layout,4 BHK,Prlis A,3600,4.0,0.0,381.95703125
Built-up  Area,Ready To Move,Gottigere,2 BHK,,900,2.0,2.0,23.9765625
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1075,2.0,1.0,65.8134765625
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1900,3.0,3.0,290.3330078125
Built-up  Area,Ready To Move,Chandra Layout,2 BHK,,1600,2.0,1.0,102.94921875
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1285,2.0,2.0,62.3701171875
Super built-up  Area,18-Dec,JP Nagar,3 BHK,Shestut,2640,3.0,2.0,160.8447265625
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Srncya ,1150,2.0,1.0,61.6435546875
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1930,4.0,2.0,165.6923828125
Super built-up  Area,Ready To Move,CV Raman Nagar,1 BHK,Trave E,600,1.0,1.0,16.3662109375
Plot  Area,Ready To Move,Kadugodi,4 Bedroom,,1920,4.0,2.0,191.2744140625
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1241,2.0,1.0,59.052734375
Super built-up  Area,18-Aug,Hosur Road,3 BHK,PuendWe,1906,3.0,1.0,118.02734375
Super built-up  Area,19-Feb,Basavangudi,3 BHK,,1650,3.0,2.0,183.8193359375
Super built-up  Area,19-Dec,Electronic City,1 BHK,Shntie ,530 - 575,1.0,0.0,4.3896484375
Plot  Area,Ready To Move,Prithvi Layout,3 Bedroom,Prigh L,2500,4.0,2.0,258.0
Plot  Area,Ready To Move,Adugodi,5 Bedroom,,1400,3.0,2.0,160.8974609375
Built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,MancyRe,1350,2.0,3.0,65.7890625
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1400,2.0,2.0,62.611328125
Super built-up  Area,Ready To Move,Reliable Tranquil Layout,3 BHK,,1500,3.0,0.0,403758165018.5322
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1507,3.0,2.0,78.1494140625
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,,1110,2.0,2.0,52.2939453125
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160 - 1260,2.0,0.0,43.6650390625
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1609,3.0,1.0,105.2197265625
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prncy R,1280,2.0,1.0,51.5908203125
Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1610,2.0,2.0,94.48828125
Super built-up  Area,20-Jan,Binny Pete,2 BHK,She 2rk,1335,2.0,1.0,114.7255859375
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,Reitice,1650,3.0,3.0,129.7353515625
Built-up  Area,Ready To Move,Nayandanahalli,2 BHK,Rarelt ,1280,2.0,1.0,21.298828125
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Sthtsg ,1050,2.0,,269.216796875
Super built-up  Area,Ready To Move,Govindapura,2 BHK,AbarkVa,1310,2.0,1.0,39.591796875
Super built-up  Area,18-May,Devarabisanahalli,2 BHK,,1350,2.0,2.0,82.421875
Plot  Area,Ready To Move,Akshaya Nagar,3 Bedroom,,540,4.0,1.0,137.1962890625
Built-up  Area,Ready To Move,Thubarahalli,3 BHK,Soowsa ,1263,2.0,1.0,65.0419921875
Super built-up  Area,Ready To Move,Chokkanahalli,3 BHK,DSineSu,1340,2.0,2.0,22.787109375
Super built-up  Area,18-May,Old Airport Road,4 BHK,Jaades ,2690,4.0,,222.302734375
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1511,3.0,1.0,103.1787109375
Super built-up  Area,Ready To Move,Shanthala Nagar,3 BHK,Niair M,2500,3.0,2.0,716.4111328125
Super built-up  Area,19-May,Thanisandra,3 BHK,G conTh,1589,3.0,3.0,94.0556640625
Plot  Area,Ready To Move,Hulimavu,9 Bedroom,,1200,6.0,2.0,211.7626953125
Built-up  Area,Ready To Move,Munnekollal,3 BHK,JRarlPe,1527,3.0,0.0,62.5048828125
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,DSdorSp,1017,2.0,1.0,27.6376953125
Built-up  Area,Ready To Move, Kanakpura Road,1 RK,Srini S,435,1.0,0.0,7293573187357.303
Super built-up  Area,19-Aug,Attibele,2 BHK,,805,2.0,1.0,25.552734375
Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,KHatsFl,750,1.0,2.0,32.9130859375
Carpet  Area,Ready To Move,1st Block Koramangala,8 BHK,,3400,8.0,2.0,443.8447265625
Plot  Area,Ready To Move,Sadaramangala,3 Bedroom,,1915,4.0,3.0,193.990234375
Super built-up  Area,Ready To Move,Andrahalli,8 BHK,,4000,8.0,3.0,309.7763671875
Super built-up  Area,Ready To Move,Ittamadu,2 BHK,Naory G,1120,2.0,2.0,27.0703125
Super built-up  Area,18-Oct,Whitefield,2 BHK,Umods W,1290,2.0,1.0,78.3994140625
Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,,1200,2.0,2.0,72.87890625
Plot  Area,Ready To Move,Ramamurthy Nagar,8 Bedroom,,1200,6.0,2.0,185.2197265625
Built-up  Area,Ready To Move,Gubbalala,2 Bedroom,,2400,2.0,2.0,100.0478515625
Built-up  Area,17-Jan,Thanisandra,3 BHK,Soitya ,1700,3.0,2.0,102.162109375
Super built-up  Area,Ready To Move,8th Block Jayanagar,3 BHK,Adens G,1600,3.0,3.0,266.5615234375
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1240,2.0,1.0,46.375
Super built-up  Area,Ready To Move,Ankappa Layout,2 BHK,Sancya ,1100,2.0,2.0,42.234375
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,,525,1.0,1.0,2.8271484375
Super built-up  Area,16-Jul,Victoria Layout,2 BHK,,1200,2.0,1.0,208.7939453125
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Leilo E,2190,3.0,2.0,110.7314453125
Super built-up  Area,Ready To Move,Roopena Agrahara,3 BHK,Neide P,1435,2.0,1.0,54.5068359375
Built-up  Area,Ready To Move,Bande Nallasandra,3 Bedroom,Ceityy ,1741 - 2074,3.0,0.0,14.009765625
Plot  Area,18-Nov,Chandapura,2 Bedroom,,1200,2.0,1.0,109.939453125
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2.0,1.0,60.2109375
Built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,,470,1.0,1.0,16.7548828125
Plot  Area,Ready To Move,Annaiah Reddy Layout,4 Bedroom,,1550,3.0,1.0,136.4990234375
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1060,2.0,1.0,47.7685546875
Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1710,3.0,2.0,133.4365234375
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,,1610,2.0,3.0,66.783203125
Super built-up  Area,18-Aug,Haralur Road,1 BHK,SNnia E,560,1.0,1.0,8.49609375
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,PhestOn,1763,3.0,2.0,288.1171875
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1200,2.0,1.0,47.298828125
Super built-up  Area,Ready To Move,Kamakshipalya,6 BHK,,1200,3.0,1.0,51.548828125
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Sincyh ,1000,2.0,0.0,64.6455078125
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Trade E,1360,2.0,1.0,50.8466796875
Super built-up  Area,19-Dec,Sarjapur  Road,2 BHK,Soini T,868,2.0,2.0,54.6376953125
Built-up  Area,Ready To Move,MS Pallya,7 Bedroom,,4600,7.0,0.0,274.3251953125
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Prensya,1273,2.0,1.0,47.5927734375
Super built-up  Area,Ready To Move,Ashwini layout,2 BHK,,1100,2.0,3.0,75.3759765625
Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,,1175,2.0,2.0,80.298828125
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,,1165,2.0,1.0,66.1337890625
Super built-up  Area,18-Aug,Hennur Road,3 BHK,Puachal,1804,3.0,2.0,117.3095703125
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,NCdgerj,1109,2.0,0.0,60.134765625
Super built-up  Area,Ready To Move,Begur Road,3 BHK,SLtalry,1610,2.0,2.0,56.0341796875
Plot  Area,Ready To Move,Hoskote,2 Bedroom,,600,2.0,1.0,62.2138671875
Built-up  Area,18-Dec,Huskur,2 BHK,,1020,2.0,1.0,24.3818359375
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1682,3.0,1.0,111.4306640625
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,1000,1.0,0.0,49.7900390625
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175,2.0,1.0,70.33984375
Built-up  Area,18-Aug,Bommasandra Industrial Area,3 BHK,,1400,2.0,1.0,32.7099609375
Plot  Area,18-May,Sarjapur,4 Bedroom,Puodsm ,2500,5.0,3.0,239.44140625
Super built-up  Area,18-Dec,Vivekananda Nagar,3 BHK,,1650,3.0,2.0,403758165016.36816
Super built-up  Area,18-Apr,Devanahalli,2 BHK,Sabixtt,1009,2.0,2.0,57.740234375
Plot  Area,Ready To Move,4th T block Jayanagar,4 Bedroom,,2400,4.0,0.0,344.546875
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,SLaceda,1353,3.0,1.0,87.7421875
Super built-up  Area,18-Jan,Bannerghatta Road,3 BHK,GRarken,1640,3.0,2.0,107.4521484375
Plot  Area,Ready To Move,Dinnur,3 Bedroom,,1500,2.0,1.0,138.560546875
Super built-up  Area,18-May,Seegehalli,3 BHK,,1295,3.0,2.0,77.1845703125
Plot  Area,Ready To Move,Jayanagar,8 Bedroom,,2100,7.0,2.0,390.1796875
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Vaosei ,1152 - 1197,2.0,0.0,79.51953125
Super built-up  Area,19-Dec,Anjanapura,3 BHK,DSapeto,1456,2.0,1.0,45.0751953125
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,,1065,2.0,2.0,45.87890625
Built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,Oaeze B,1575,3.0,0.0,125.927734375
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1180,2.0,1.0,49.353515625
Super built-up  Area,Ready To Move,VHBCS Layout,3 BHK,OlarkLa,1881,3.0,3.0,154.9169921875
Super built-up  Area,18-Jul,Hosa Road,2 BHK,Mahesr ,1161,2.0,1.0,53.8837890625
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Prldsri,1278,3.0,1.0,84.365234375
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1335,2.0,1.0,79.921875
Plot  Area,Ready To Move,Nandini Layout,7 Bedroom,,1650,4.0,0.0,220.01171875
Super built-up  Area,18-Nov,Sarjapur  Road,1 BHK,AsastDe,778,1.0,1.0,31.404296875
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1575,2.0,2.0,85.2470703125
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,781,1.0,2.0,14.7490234375
Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1200,2.0,1.0,53.2021484375
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1690,3.0,2.0,114.0810546875
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Xeitaa ,1270,2.0,3.0,62.359375
Super built-up  Area,19-Dec,Kanakapura,2 BHK,GoityEt,1013,2.0,1.0,44.908203125
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1298,2.0,1.0,61.5546875
Built-up  Area,18-Dec,Electronic City,3 BHK,,1220,2.0,1.0,53.8447265625
Built-up  Area,Ready To Move,Immadihalli,3 BHK,Niimet ,1370,2.0,0.0,47.220703125
Super built-up  Area,19-Mar,Hebbal,4 BHK,Raard B,2790,4.0,3.0,214.0712890625
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Coa 3t ,1184,2.0,1.0,43.6455078125
Carpet  Area,17-Dec,Avalahalli,4 BHK,Sohea A,2996,4.0,0.0,204.8671875
Super built-up  Area,19-Dec,Hennur Road,3 BHK,Maity W,1740,3.0,1.0,116.7587890625
Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,920,2.0,2.0,25.16796875
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352,3.0,1.0,112.4853515625
Super built-up  Area,18-Apr,Jalahalli,2 BHK,Cuohahi,1313,2.0,2.0,70.33984375
Super built-up  Area,Ready To Move,Koramangala,2 BHK,K ncy R,1105,1.0,1.0,125.16796875
Plot  Area,Ready To Move,Jalahalli West,4 Bedroom,,2400,3.0,0.0,218.794921875
Built-up  Area,Ready To Move,Dodsworth Layout,4 Bedroom,Prleaou,8000,6.0,,581.2958984375
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,Sahtsva,992,2.0,1.0,52.4111328125
Super built-up  Area,Ready To Move,Gunjur,3 BHK,DSoodSh,1410,2.0,3.0,66.5400390625
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Ulure S,1065,2.0,1.0,37.5556640625
Super built-up  Area,18-May,Electronic City,2 BHK,Prarkun,1386,2.0,1.0,63.4990234375
Super built-up  Area,Ready To Move,Mahaganapathy Nagar,3 BHK,Vaodak ,1815,3.0,2.0,112.0078125
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,3.0,48.189453125
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,1040,2.0,1.0,134.291015625
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,,1000,2.0,1.0,264.2666015625
Built-up  Area,Ready To Move,Frazer Town,3 BHK,Maentr ,1610,3.0,1.0,202.8193359375
Built-up  Area,18-Dec,Electronic City,2 BHK,,1140,2.0,1.0,51.841796875
Super built-up  Area,Ready To Move,Magadi Road,3 BHK,Bilya A,1521,3.0,3.0,73.521484375
Super built-up  Area,18-Apr,Whitefield,2 BHK,Asarqz ,1245,2.0,1.0,76.2275390625
Super built-up  Area,Ready To Move,Telecom Layout,2 BHK,,1200,2.0,1.0,61.8955078125
