area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Hoston ,1105,2.0,1.0,38.53872941400465
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,SrncyRe,1330,2.0,2.0,72.65891224967876
Super built-up  Area,Ready To Move,New Gurappana Palya,2 BHK,,1185,2.0,3.0,61.23444813647484
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Niacesa,1199,2.0,3.0,52.73545671807864
Super built-up  Area,19-Mar,Thanisandra,2 BHK,Bhe 2ko,1183,2.0,1.0,58.11711123909086
Plot  Area,Ready To Move,BTM 2nd Stage,7 Bedroom,,1200,6.0,2.0,257.20217263620873
Built-up  Area,Ready To Move,Hennur Road,2 BHK,MItatHa,1460,2.0,2.0,80.25552207154203
Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,SryleHo,1870,3.0,1.0,102.51753321783252
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,Soitya ,1930,3.0,2.0,110.15155681684416
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,3.0,2.0,65.61130450932741
Super built-up  Area,Ready To Move,Koramangala,3 BHK,,2292,3.0,1.0,226.73328870340913
Super built-up  Area,Ready To Move,Nobo Nagar,2 BHK,Myolai ,1450,3.0,2.0,86.795969424115
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1630,3.0,3.0,109.44455388969226
Super built-up  Area,Ready To Move,Attibele,2 BHK,Jae 2hu,656,2.0,1.0,19.128380937736125
Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,SRionri,1250,2.0,0.0,105.12291336513604
Built-up  Area,Ready To Move,Nelamangala,1 Bedroom,,525,1.0,1.0,316.94961663046297
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2.0,1.0,44.07458677299658
Plot  Area,Ready To Move,Naganathapura,6 Bedroom,,600,3.0,2.0,72.8838882517128
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,,2700,3.0,3.0,299.68259851070053
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,,1606,3.0,,119.02841610034389
Built-up  Area,Ready To Move,Old Airport Road,2 BHK,,1000,2.0,2.0,90.68084775288011
Super built-up  Area,19-Dec,Binny Pete,4 BHK,Shestlo,2695 - 2940,,,135.7502269416748
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,900,2.0,0.0,68.92775503900029
Built-up  Area,Ready To Move,Old Madras Road,3 BHK,Raion M,1200,2.0,0.0,51.945289551962404
Plot  Area,Ready To Move,Mico Layout,3 Bedroom,,1200,3.0,1.0,133.80690624784003
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119,5.0,2.0,170.20202978723842
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,104.07348212932594
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Vandak ,1218,2.0,2.0,62.53571799323527
Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,,1140,2.0,1.0,24.268873421434478
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,DSestpr,1362,2.0,1.0,73.98513711070416
Super built-up  Area,Ready To Move,JCR Layout,2 BHK,ARnamru,1040,2.0,2.0,40.66447681268117
Plot  Area,18-Jan,Classic Paradise Layout,4 Bedroom,,1000,3.0,3.0,114.21544932870502
Built-up  Area,Ready To Move,Kodbisanhalli,4 BHK,Diacee ,2955,3.0,3.0,207.91424655727653
Plot  Area,Ready To Move,Hennur Road,3 Bedroom,,2289,2.0,0.0,191.50058891197784
Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1320,2.0,2.0,79.74494686275568
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,Prllsan,1373,2.0,1.0,53.49645318602913
Super built-up  Area,19-Dec,Whitefield,3 BHK,Oreldhi,1564,3.0,1.0,112.53098408457299
Built-up  Area,Ready To Move,Vasanth nagar,3 BHK,Cunts A,1590,3.0,0.0,501.89415395351057
Super built-up  Area,Ready To Move,Kachanayakanahalli,2 BHK,ICoolon,823,2.0,1.0,41.82149628550657
Built-up  Area,Ready To Move,Gubbalala,2 BHK,,1000,2.0,2.0,33.789464160423975
Super built-up  Area,19-Jan,Kumara Park,3 BHK,Unksh P,1652,3.0,2.0,296.7443310367489
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,,1212,2.0,3.0,39.90570356676956
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Maionra,2400,3.0,2.0,348.17901145708305
Super built-up  Area,Ready To Move,Ejipura,3 BHK,Nimeska,1350,2.0,1.0,58.45155258633375
Built-up  Area,Ready To Move,Geddalahalli,4 Bedroom,,2160,4.0,1.0,139.04408399257565
Built-up  Area,Ready To Move,HBR Layout,5 Bedroom,,2400,5.0,0.0,201.2616780841535
Super built-up  Area,Ready To Move,Sai Gardens,2 BHK,Alivae ,1239,2.0,2.0,53.72165184403438
Built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,HoAcela,1500,3.0,2.0,105.80649642233143
Plot  Area,Ready To Move,9th Block Jayanagar,7 Bedroom,,1650,5.0,0.0,254.0903914706012
Built-up  Area,Ready To Move,Amco Colony,3 Bedroom,,2200,3.0,2.0,127.40709809229136
Built-up  Area,Ready To Move,Sarjapur,3 Bedroom,Prldsum,3009,3.0,0.0,158.3238271640222
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,,1890,3.0,1.0,293.32852145502255
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1330,2.0,2.0,51.3049111221798
Built-up  Area,18-Jan,"Panathur Road, ",3 BHK,,1667,3.0,2.0,122.1435119172521
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1750,3.0,3.0,89.4587818391394
Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,1755,3.0,2.0,120.03474787707732
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,,1250,2.0,3.0,110.07551307845765
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,,1300,3.0,3.0,78.2087636560965
Super built-up  Area,18-Dec,Hosur Road,3 BHK,PuendWe,1691,3.0,1.0,108.90492314960868
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,,2404,3.0,2.0,146.45801463487004
Super built-up  Area,Ready To Move, Devarachikkanahalli,6 BHK,,3150,6.0,2.0,226.61796863618991
Built-up  Area,Ready To Move,3rd Block Banashankari,3 BHK,,2200,3.0,2.0,287.71120555049106
Super built-up  Area,Ready To Move,Devanahalli,3 BHK,Brntsal,1210,2.0,1.0,67.12467094345746
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,G conTh,3395,4.0,2.0,207.29660187913262
Plot  Area,Ready To Move,Hennur Road,5 Bedroom,,1350,5.0,3.0,202.9885246184047
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2732,4.0,3.0,215.85092442188284
Super built-up  Area,Ready To Move,Anekal,1 BHK,,459,2.0,1.0,8.083514335736012
Super built-up  Area,Ready To Move,Narayanapura,3 BHK,,1485,3.0,2.0,92.31572080352439
Plot  Area,Ready To Move,Pattegarhpalya,4 Bedroom,,600,4.0,2.0,89.08620720957128
Super built-up  Area,Ready To Move,Varthur,2 BHK,Hirio L,1100,2.0,1.0,44.556643802182975
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,LencyRe,1100,2.0,1.0,63.42717751753878
Super built-up  Area,Ready To Move,Anekal,2 BHK,,620,1.0,1.0,27.59094443931501
Plot  Area,Ready To Move,Kadugondanahalli,4 Bedroom,,920,2.0,1.0,35.86140198799136
Built-up  Area,Ready To Move,"Bellandur, ",5 BHK,,4239,5.0,3.0,282.86778693499355
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,ElireSo,2290,3.0,2.0,678.9902037140658
Super built-up  Area,Ready To Move,Pai Layout,2 BHK,,1130,2.0,2.0,47.60668167890543
Carpet  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,AcisePa,1395,2.0,2.0,57.038168687323704
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1 BHK,DShtsow,597,1.0,1.0,13.028346402594465
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,100Sq. Meter,3.0,1.0,78.04722524336992
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,GoratAr,1325,2.0,2.0,93.22999119513165
Super built-up  Area,Ready To Move,Chikkalasandra,1 BHK,Churad ,700,1.0,1.0,19.26959946499494
Super built-up  Area,Ready To Move,Whitefield,3 BHK,S mesci,1500,2.0,3.0,80.91975083377127
Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,PlhtsHe,1092,2.0,1.0,83.27094749448655
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,SaisePa,1265,2.0,2.0,75.57501289264326
Super built-up  Area,18-Mar,8th Phase JP Nagar,2 BHK,,1150,2.0,2.0,48.82294078066751
Plot  Area,Ready To Move,Manjunath Nagar,2 Bedroom,,1000,2.0,0.0,104.4284867217635
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1612,2.0,2.0,86.44211159329541
Plot  Area,Ready To Move,agara tataguni,2 Bedroom,,1320,2.0,0.0,153.8343042363329
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,KBnnupu,1007,2.0,2.0,38.761112480775296
Built-up  Area,Ready To Move,Yelahanka,3 BHK,,1562,3.0,1.0,82.54641436282267
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Scentl ,1385,2.0,,53.20256305326191
Super built-up  Area,Ready To Move,Whitefield,3 BHK,SVhtsei,1671,3.0,,120.07471596085846
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,Nathira,1200,3.0,1.0,146.6583334081811
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Mahla T,1285,3.0,2.0,67.42790935532062
Plot  Area,Ready To Move,New Bank Colony,8 Bedroom,,2400,8.0,2.0,326.21788046663926
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,,1240,2.0,2.0,58.760307655378426
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Hiate F,1350,2.0,3.0,70.73820633785576
Built-up  Area,Ready To Move,Frazer Town,3 BHK,,2800,3.0,3.0,254.1892655164836
Plot  Area,Ready To Move,Bank Of Baroda Colony,4 Bedroom,,1350,4.0,3.0,208.73855034167178
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Adeatlm,3005,4.0,2.0,201.9311286278355
Built-up  Area,Ready To Move,BEML Layout,3 BHK,Vasta V,1500,3.0,2.0,100.165638804226
Plot  Area,Ready To Move,Singasandra,2 Bedroom,,1073,2.0,1.0,107.36434124800722
Plot  Area,Ready To Move,KR Puram,5 Bedroom,,1120,4.0,1.0,145.74988809621286
Super built-up  Area,Ready To Move,Budigere,1 BHK,PrityTr,664,1.0,1.0,7.609822446339848
Plot  Area,18-Apr,Singasandra,10 Bedroom,,1305,10.0,3.0,278.3735674179407
Super built-up  Area,Ready To Move,Byagadadhenahalli,2 BHK,VBavaai,620,2.0,1.0,26.112753386414155
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Hintsk ,1470,2.0,2.0,72.81876086496496
Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,2 BHK,MaisePa,1190,2.0,1.0,65.9196605358386
Super built-up  Area,18-Aug,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,71.02828267449024
Built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,Shise P,1275,2.0,1.0,53.78012673979593
Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1308,2.0,1.0,94.69133251992102
Super built-up  Area,18-May,Choodasandra,3 BHK,Emhtsl ,1546,3.0,2.0,103.95755911846629
Super built-up  Area,Ready To Move,NRI Layout,3 BHK,Adarli ,1630,3.0,2.0,68.8769971067548
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3553,4.0,2.0,394.6227406089485
Super built-up  Area,Ready To Move,Cooke Town,3 BHK,,1500,3.0,1.0,188.04888430306656
Built-up  Area,Ready To Move,Gokula Extension,3 BHK,DSrat S,1275,2.0,1.0,87.54731637590505
Plot  Area,Ready To Move,Vidyaranyapura,6 Bedroom,,3000,6.0,3.0,262.99712094878595
Built-up  Area,Ready To Move,Shantiniketan Layout,3 BHK,Wisic C,1580,2.0,3.0,57.18690393971701
Super built-up  Area,18-Aug,Hormavu,3 BHK,Kolisl ,1498,3.0,2.0,83.15090129600888
Super built-up  Area,Ready To Move,Hanuma Reddy Layout,2 BHK,,1328,2.0,2.0,80.79206739329268
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,Samesar,1291,2.0,3.0,43.849406829655365
Built-up  Area,Ready To Move,Dasarahalli,3 BHK,Sooneoo,1700,3.0,2.0,100.38827018159017
Built-up  Area,Ready To Move,Anekal,2 BHK,,1200,2.0,2.0,23.22005227835575
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,600,3.0,1.0,77.00535307597994
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,Shreean,1491,2.0,2.0,35.38367536480803
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Shana S,1305,2.0,2.0,46.987935865795194
Built-up  Area,Ready To Move,Old Madras Road,3 Bedroom,GRlas V,2300,3.0,2.0,126.4649063971767
Built-up  Area,Ready To Move,Koramangala,2 BHK,PNinena,1070,2.0,2.0,143.09707129966029
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1143,2.0,2.0,39.81252509031387
Super built-up  Area,Ready To Move,Maragondanahalli,2 BHK,ArnzaFi,1307,2.0,2.0,47.99408974520259
Plot  Area,Ready To Move,Babusapalaya,3 Bedroom,,2400,3.0,1.0,194.73828313036614
Super built-up  Area,20-Dec,Varthur,3 BHK,Myple M,1535,3.0,2.0,84.54874135074495
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Bhensa ,1660,3.0,,120.17707976750755
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1135,2.0,2.0,49.399050595710534
Super built-up  Area,Ready To Move,New Baiyyappanahalli,1 BHK,,750,1.0,1.0,33.661367735962756
Super built-up  Area,18-Feb,Dasarahalli,3 BHK,KSliaor,1367,2.0,1.0,61.90758619724585
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Prarkun,630,1.0,1.0,6.184151751651626
Plot  Area,Ready To Move,Pattegarhpalya,2 Bedroom,,2656,2.0,0.0,155.16879372262244
Plot  Area,Ready To Move,Kalyan nagar,8 Bedroom,,1200,7.0,1.0,227.87667670384394
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,32.182077888820785
Plot  Area,Ready To Move,Kalidasa Layout,7 Bedroom,,545,7.0,3.0,210.93444403841434
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1890,4.0,3.0,128.21305636038477
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,70.39990481361511
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,914,2.0,2.0,26.21825590158747
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,1163,2.0,1.0,52.5307873238265
Super built-up  Area,Ready To Move,Rajarajeshwari nagar,2 BHK,,1095,2.0,1.0,77.89689289831168
Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,,754,2.0,1.0,22.363617830527247
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCs 2rj,2159,4.0,2.0,134.11071083258528
Plot  Area,Ready To Move,Mathikere Extension,4 Bedroom,,1200,3.0,1.0,161.48354538902214
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Pae 1ov,1300,2.0,1.0,78.87299652152619
Super built-up  Area,Ready To Move,Chikku Lakshmaiah Layout,4 BHK,Prlis A,3600,4.0,0.0,335.4474463989456
Built-up  Area,Ready To Move,Gottigere,2 BHK,,900,2.0,2.0,24.544309263933727
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1075,2.0,1.0,66.31360181843854
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1900,3.0,3.0,289.4232036630392
Built-up  Area,Ready To Move,Chandra Layout,2 BHK,,1600,2.0,1.0,105.52357572120016
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1285,2.0,2.0,62.78591227048407
Super built-up  Area,18-Dec,JP Nagar,3 BHK,Shestut,2640,3.0,2.0,162.44523794600278
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Srncya ,1150,2.0,1.0,61.52240079785686
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1930,4.0,2.0,166.28795927572185
Super built-up  Area,Ready To Move,CV Raman Nagar,1 BHK,Trave E,600,1.0,1.0,16.80114996467364
Plot  Area,Ready To Move,Kadugodi,4 Bedroom,,1920,4.0,2.0,189.58396716031362
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1241,2.0,1.0,57.47970447368736
Super built-up  Area,18-Aug,Hosur Road,3 BHK,PuendWe,1906,3.0,1.0,119.63778645999406
Super built-up  Area,19-Feb,Basavangudi,3 BHK,,1650,3.0,2.0,182.1360087339342
Super built-up  Area,19-Dec,Electronic City,1 BHK,Shntie ,530 - 575,1.0,0.0,4.517589298792416
Plot  Area,Ready To Move,Prithvi Layout,3 Bedroom,Prigh L,2500,4.0,2.0,257.39576324399195
Plot  Area,Ready To Move,Adugodi,5 Bedroom,,1400,3.0,2.0,161.0096440096869
Built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,MancyRe,1350,2.0,3.0,64.68890750709127
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1400,2.0,2.0,64.88547939081184
Super built-up  Area,Ready To Move,Reliable Tranquil Layout,3 BHK,,1500,3.0,0.0,114.26190860203633
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1507,3.0,2.0,78.46254210005156
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,,1110,2.0,2.0,53.58457698195413
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160 - 1260,2.0,0.0,43.94981277662461
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1609,3.0,1.0,104.91484578195087
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prncy R,1280,2.0,1.0,52.58552965857345
Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1610,2.0,2.0,94.22183225815922
Super built-up  Area,20-Jan,Binny Pete,2 BHK,She 2rk,1335,2.0,1.0,114.63032505165897
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,Reitice,1650,3.0,3.0,128.37880991152207
Built-up  Area,Ready To Move,Nayandanahalli,2 BHK,Rarelt ,1280,2.0,1.0,4.945403105798292
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Sthtsg ,1050,2.0,,264.71210483962574
Super built-up  Area,Ready To Move,Govindapura,2 BHK,AbarkVa,1310,2.0,1.0,51.491826859673424
Super built-up  Area,18-May,Devarabisanahalli,2 BHK,,1350,2.0,2.0,82.0462871199455
Plot  Area,Ready To Move,Akshaya Nagar,3 Bedroom,,540,4.0,1.0,134.2622580288334
Built-up  Area,Ready To Move,Thubarahalli,3 BHK,Soowsa ,1263,2.0,1.0,63.79850818386467
Super built-up  Area,Ready To Move,Chokkanahalli,3 BHK,DSineSu,1340,2.0,2.0,41.09247535624972
Super built-up  Area,18-May,Old Airport Road,4 BHK,Jaades ,2690,4.0,,220.36105315925136
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1511,3.0,1.0,102.6507403907099
Super built-up  Area,Ready To Move,Shanthala Nagar,3 BHK,Niair M,2500,3.0,2.0,622.3046199415692
Super built-up  Area,19-May,Thanisandra,3 BHK,G conTh,1589,3.0,3.0,94.45925987978626
Plot  Area,Ready To Move,Hulimavu,9 Bedroom,,1200,6.0,2.0,201.99199891663278
Built-up  Area,Ready To Move,Munnekollal,3 BHK,JRarlPe,1527,3.0,0.0,67.6302377778297
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,DSdorSp,1017,2.0,1.0,30.851954334658302
Built-up  Area,Ready To Move, Kanakpura Road,1 RK,Srini S,435,1.0,0.0,20.186407974135548
Super built-up  Area,19-Aug,Attibele,2 BHK,,805,2.0,1.0,26.566504813305542
Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,KHatsFl,750,1.0,2.0,32.086493811007955
Carpet  Area,Ready To Move,1st Block Koramangala,8 BHK,,3400,8.0,2.0,429.0253220746327
Plot  Area,Ready To Move,Sadaramangala,3 Bedroom,,1915,4.0,3.0,200.3437684637551
Super built-up  Area,Ready To Move,Andrahalli,8 BHK,,4000,8.0,3.0,319.34672954290477
Super built-up  Area,Ready To Move,Ittamadu,2 BHK,Naory G,1120,2.0,2.0,33.316000072571114
Super built-up  Area,18-Oct,Whitefield,2 BHK,Umods W,1290,2.0,1.0,78.37379357685711
Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,,1200,2.0,2.0,73.92726195641625
Plot  Area,Ready To Move,Ramamurthy Nagar,8 Bedroom,,1200,6.0,2.0,178.35157979970427
Built-up  Area,Ready To Move,Gubbalala,2 Bedroom,,2400,2.0,2.0,103.67787641409627
Built-up  Area,17-Jan,Thanisandra,3 BHK,Soitya ,1700,3.0,2.0,102.25034556086219
Super built-up  Area,Ready To Move,8th Block Jayanagar,3 BHK,Adens G,1600,3.0,3.0,237.89507028411617
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1240,2.0,1.0,46.85705402193025
Super built-up  Area,Ready To Move,Ankappa Layout,2 BHK,Sancya ,1100,2.0,2.0,49.38393231383033
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,,525,1.0,1.0,2.9669965333288957
Super built-up  Area,16-Jul,Victoria Layout,2 BHK,,1200,2.0,1.0,193.11757456623116
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Leilo E,2190,3.0,2.0,111.64642629279236
Super built-up  Area,Ready To Move,Roopena Agrahara,3 BHK,Neide P,1435,2.0,1.0,57.55596022533415
Built-up  Area,Ready To Move,Bande Nallasandra,3 Bedroom,Ceityy ,1741 - 2074,3.0,0.0,74.6336985320654
Plot  Area,18-Nov,Chandapura,2 Bedroom,,1200,2.0,1.0,109.07742299935398
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2.0,1.0,59.74209767583247
Built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,,470,1.0,1.0,16.196025678122155
Plot  Area,Ready To Move,Annaiah Reddy Layout,4 Bedroom,,1550,3.0,1.0,149.20006503418557
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1060,2.0,1.0,48.12890819620527
Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1710,3.0,2.0,133.036060351075
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,,1610,2.0,3.0,67.11911755374595
Super built-up  Area,18-Aug,Haralur Road,1 BHK,SNnia E,560,1.0,1.0,8.316929326518547
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,PhestOn,1763,3.0,2.0,288.3191675338831
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1200,2.0,1.0,48.4076897066672
Super built-up  Area,Ready To Move,Kamakshipalya,6 BHK,,1200,3.0,1.0,52.66407310850067
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Sincyh ,1000,2.0,0.0,64.17019228365834
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Trade E,1360,2.0,1.0,50.30294067299789
Super built-up  Area,19-Dec,Sarjapur  Road,2 BHK,Soini T,868,2.0,2.0,54.29339970448568
Built-up  Area,Ready To Move,MS Pallya,7 Bedroom,,4600,7.0,0.0,285.0789036198527
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Prensya,1273,2.0,1.0,47.59274681118035
Super built-up  Area,Ready To Move,Ashwini layout,2 BHK,,1100,2.0,3.0,73.85487776466377
Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,,1175,2.0,2.0,80.12839501170038
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,,1165,2.0,1.0,66.6611574711174
Super built-up  Area,18-Aug,Hennur Road,3 BHK,Puachal,1804,3.0,2.0,117.85946056501871
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,NCdgerj,1109,2.0,0.0,61.26882736176087
Super built-up  Area,Ready To Move,Begur Road,3 BHK,SLtalry,1610,2.0,2.0,55.98062598225145
Plot  Area,Ready To Move,Hoskote,2 Bedroom,,600,2.0,1.0,62.84816040122475
Built-up  Area,18-Dec,Huskur,2 BHK,,1020,2.0,1.0,29.239769036716567
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1682,3.0,1.0,111.1871107445513
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,1000,1.0,0.0,51.15210389453547
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175,2.0,1.0,70.65631082011834
Built-up  Area,18-Aug,Bommasandra Industrial Area,3 BHK,,1400,2.0,1.0,33.715366138346525
Plot  Area,18-May,Sarjapur,4 Bedroom,Puodsm ,2500,5.0,3.0,239.78786550263715
Super built-up  Area,18-Dec,Vivekananda Nagar,3 BHK,,1650,3.0,2.0,117.3454320354202
Super built-up  Area,18-Apr,Devanahalli,2 BHK,Sabixtt,1009,2.0,2.0,58.42121523176678
Plot  Area,Ready To Move,4th T block Jayanagar,4 Bedroom,,2400,4.0,0.0,330.38912671596484
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,SLaceda,1353,3.0,1.0,87.08259112224823
Super built-up  Area,18-Jan,Bannerghatta Road,3 BHK,GRarken,1640,3.0,2.0,107.8487092984456
Plot  Area,Ready To Move,Dinnur,3 Bedroom,,1500,2.0,1.0,143.46031627754695
Super built-up  Area,18-May,Seegehalli,3 BHK,,1295,3.0,2.0,78.24129381581473
Plot  Area,Ready To Move,Jayanagar,8 Bedroom,,2100,7.0,2.0,370.9318926641855
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Vaosei ,1152 - 1197,2.0,0.0,81.04001115956561
Super built-up  Area,19-Dec,Anjanapura,3 BHK,DSapeto,1456,2.0,1.0,47.12917187133607
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,,1065,2.0,2.0,47.67105104371045
Built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,Oaeze B,1575,3.0,0.0,124.7978194904638
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1180,2.0,1.0,48.995709501489145
Super built-up  Area,Ready To Move,VHBCS Layout,3 BHK,OlarkLa,1881,3.0,3.0,148.52789958384693
Super built-up  Area,18-Jul,Hosa Road,2 BHK,Mahesr ,1161,2.0,1.0,54.61963669604155
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Prldsri,1278,3.0,1.0,84.6524766445039
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1335,2.0,1.0,79.85611021578111
Plot  Area,Ready To Move,Nandini Layout,7 Bedroom,,1650,4.0,0.0,208.78861475253692
Super built-up  Area,18-Nov,Sarjapur  Road,1 BHK,AsastDe,778,1.0,1.0,31.52380374700725
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1575,2.0,2.0,84.88938439407141
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,781,1.0,2.0,15.367862671284428
Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1200,2.0,1.0,55.105915006004764
