area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Hoston ,1105,2.0,1.0,62.79207889362542
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,SrncyRe,1330,2.0,2.0,74.22535039809998
Super built-up  Area,Ready To Move,New Gurappana Palya,2 BHK,,1185,2.0,3.0,65.7430570400016
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Niacesa,1199,2.0,3.0,66.54336399076891
Super built-up  Area,19-Mar,Thanisandra,2 BHK,Bhe 2ko,1183,2.0,1.0,67.25093190504327
Plot  Area,Ready To Move,BTM 2nd Stage,7 Bedroom,,1200,6.0,2.0,214.1161056547257
Built-up  Area,Ready To Move,Hennur Road,2 BHK,MItatHa,1460,2.0,2.0,82.2744743590779
Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,SryleHo,1870,3.0,1.0,129.9201084795941
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,Soitya ,1930,3.0,2.0,131.92119092145396
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,3.0,2.0,83.66300441773211
Super built-up  Area,Ready To Move,Koramangala,3 BHK,,2292,3.0,1.0,154.0436465670086
Super built-up  Area,Ready To Move,Nobo Nagar,2 BHK,Myolai ,1450,3.0,2.0,105.71750001713791
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1630,3.0,3.0,114.57835632271755
Super built-up  Area,Ready To Move,Attibele,2 BHK,Jae 2hu,656,2.0,1.0,37.125091686873944
Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,SRionri,1250,2.0,0.0,71.8920745270053
Built-up  Area,Ready To Move,Nelamangala,1 Bedroom,,525,1.0,1.0,6.239534014224731
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2.0,1.0,53.93153765298739
Plot  Area,Ready To Move,Naganathapura,6 Bedroom,,600,3.0,2.0,108.39091817129842
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,,2700,3.0,3.0,175.74467327421883
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,,1606,3.0,,115.63970819412908
Built-up  Area,Ready To Move,Old Airport Road,2 BHK,,1000,2.0,2.0,55.97867454815212
Super built-up  Area,19-Dec,Binny Pete,4 BHK,Shestlo,2695 - 2940,,,112.23311911120844
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,900,2.0,0.0,105.61869288112426
Built-up  Area,Ready To Move,Old Madras Road,3 BHK,Raion M,1200,2.0,0.0,68.41613314184055
Plot  Area,Ready To Move,Mico Layout,3 Bedroom,,1200,3.0,1.0,145.35399653046034
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119,5.0,2.0,190.7546817168859
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,126.25076715499235
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Vandak ,1218,2.0,2.0,68.44059706724303
Built-up  Area,18-Dec,Bommasandra Industrial Area,2 BHK,,1140,2.0,1.0,64.79284627054369
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,DSestpr,1362,2.0,1.0,76.86572564314375
Super built-up  Area,Ready To Move,JCR Layout,2 BHK,ARnamru,1040,2.0,2.0,58.26526583605871
Plot  Area,18-Jan,Classic Paradise Layout,4 Bedroom,,1000,3.0,3.0,131.68113338620887
Built-up  Area,Ready To Move,Kodbisanhalli,4 BHK,Diacee ,2955,3.0,3.0,189.7039904593418
Plot  Area,Ready To Move,Hennur Road,3 Bedroom,,2289,2.0,0.0,184.40287307839907
Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1320,2.0,2.0,73.65370257612332
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,Prllsan,1373,2.0,1.0,78.11224052259956
Super built-up  Area,19-Dec,Whitefield,3 BHK,Oreldhi,1564,3.0,1.0,112.42768512710867
Built-up  Area,Ready To Move,Vasanth nagar,3 BHK,Cunts A,1590,3.0,0.0,114.72507167896646
Super built-up  Area,Ready To Move,Kachanayakanahalli,2 BHK,ICoolon,823,2.0,1.0,46.67161031388397
Built-up  Area,Ready To Move,Gubbalala,2 BHK,,1000,2.0,2.0,55.97867454815212
Super built-up  Area,19-Jan,Kumara Park,3 BHK,Unksh P,1652,3.0,2.0,116.64708374578467
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,,1212,2.0,3.0,67.28650615933856
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Maionra,2400,3.0,2.0,159.40634082963788
Super built-up  Area,Ready To Move,Ejipura,3 BHK,Nimeska,1350,2.0,1.0,76.17974825677176
Built-up  Area,Ready To Move,Geddalahalli,4 Bedroom,,2160,4.0,1.0,169.894866521672
Built-up  Area,Ready To Move,HBR Layout,5 Bedroom,,2400,5.0,0.0,207.82248766858518
Super built-up  Area,Ready To Move,Sai Gardens,2 BHK,Alivae ,1239,2.0,2.0,69.64105749339399
Built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,HoAcela,1500,3.0,2.0,107.95803685173962
Plot  Area,Ready To Move,9th Block Jayanagar,7 Bedroom,,1650,5.0,0.0,217.4477885930752
Built-up  Area,Ready To Move,Amco Colony,3 Bedroom,,2200,3.0,2.0,147.97338439010494
Built-up  Area,Ready To Move,Sarjapur,3 Bedroom,Prldsum,3009,3.0,0.0,195.84189761745273
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,,1890,3.0,1.0,168.87548094335185
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1330,2.0,2.0,74.22535039809998
Built-up  Area,18-Jan,"Panathur Road, ",3 BHK,,1667,3.0,2.0,117.50455547874964
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1750,3.0,3.0,121.43813018643732
Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,1755,3.0,2.0,122.53505631214414
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,,1250,2.0,3.0,69.45876788284981
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,,1300,3.0,3.0,95.71397819748819
Super built-up  Area,18-Dec,Hosur Road,3 BHK,PuendWe,1691,3.0,1.0,119.68761246621209
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,,2404,3.0,2.0,159.63499995842855
Super built-up  Area,Ready To Move, Devarachikkanahalli,6 BHK,,3150,6.0,2.0,272.47084109215183
Built-up  Area,Ready To Move,3rd Block Banashankari,3 BHK,,2200,3.0,2.0,147.97338439010494
Super built-up  Area,Ready To Move,Devanahalli,3 BHK,Brntsal,1210,2.0,1.0,68.1766787490987
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,G conTh,3395,4.0,2.0,239.68227032106944
Plot  Area,Ready To Move,Hennur Road,5 Bedroom,,1350,5.0,3.0,199.1004518401833
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2732,4.0,3.0,200.97091750929923
Super built-up  Area,Ready To Move,Anekal,1 BHK,,459,2.0,1.0,26.48133186921551
Super built-up  Area,Ready To Move,Narayanapura,3 BHK,,1485,3.0,2.0,107.10056511877465
Plot  Area,Ready To Move,Pattegarhpalya,4 Bedroom,,600,4.0,2.0,133.6409962018981
Super built-up  Area,Ready To Move,Varthur,2 BHK,Hirio L,1100,2.0,1.0,62.506254982637095
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,LencyRe,1100,2.0,1.0,61.88855270735558
Super built-up  Area,Ready To Move,Anekal,2 BHK,,620,1.0,1.0,11.05248604772136
Plot  Area,Ready To Move,Kadugondanahalli,4 Bedroom,,920,2.0,1.0,104.71548175979602
Built-up  Area,Ready To Move,"Bellandur, ",5 BHK,,4239,5.0,3.0,310.5152154859352
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,ElireSo,2290,3.0,2.0,153.11821478789477
Super built-up  Area,Ready To Move,Pai Layout,2 BHK,,1130,2.0,2.0,63.410096233848535
Carpet  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,AcisePa,1395,2.0,2.0,77.94106124094819
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1 BHK,DShtsow,597,1.0,1.0,10.355398332456588
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,100Sq. Meter,3.0,1.0,96.19288698297188
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,GoratAr,1325,2.0,2.0,74.55722876239317
Super built-up  Area,Ready To Move,Chikkalasandra,1 BHK,Churad ,700,1.0,1.0,16.243370898816053
Super built-up  Area,Ready To Move,Whitefield,3 BHK,S mesci,1500,2.0,3.0,83.13226115698447
Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,PlhtsHe,1092,2.0,1.0,62.04893672505578
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,SaisePa,1265,2.0,2.0,71.12734183053328
Super built-up  Area,18-Mar,8th Phase JP Nagar,2 BHK,,1150,2.0,2.0,64.55339187780183
Plot  Area,Ready To Move,Manjunath Nagar,2 Bedroom,,1000,2.0,0.0,111.33517110089073
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1612,2.0,2.0,90.96352125312295
Plot  Area,Ready To Move,agara tataguni,2 Bedroom,,1320,2.0,0.0,129.62790140414344
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,KBnnupu,1007,2.0,2.0,56.378828023535775
Built-up  Area,Ready To Move,Yelahanka,3 BHK,,1562,3.0,1.0,112.31335556271334
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Scentl ,1385,2.0,,78.99161784840852
Super built-up  Area,Ready To Move,Whitefield,3 BHK,SVhtsei,1671,3.0,,119.3554190369773
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,Nathira,1200,3.0,1.0,145.35399653046034
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Mahla T,1285,3.0,2.0,95.66760867924171
Plot  Area,Ready To Move,New Bank Colony,8 Bedroom,,2400,8.0,2.0,330.12548897671525
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,,1240,2.0,2.0,69.69822227559166
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Hiate F,1350,2.0,3.0,75.17524610261628
Built-up  Area,Ready To Move,Frazer Town,3 BHK,,2800,3.0,3.0,181.46115149398528
Plot  Area,Ready To Move,Bank Of Baroda Colony,4 Bedroom,,1350,4.0,3.0,175.70348063542815
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Adeatlm,3005,4.0,2.0,217.38800526398018
Built-up  Area,Ready To Move,BEML Layout,3 BHK,Vasta V,1500,3.0,2.0,107.95803685173962
Plot  Area,Ready To Move,Singasandra,2 Bedroom,,1073,2.0,1.0,114.69709798660176
Plot  Area,Ready To Move,KR Puram,5 Bedroom,,1120,4.0,1.0,163.56008288412076
Super built-up  Area,Ready To Move,Budigere,1 BHK,PrityTr,664,1.0,1.0,14.185438739700132
Plot  Area,18-Apr,Singasandra,10 Bedroom,,1305,10.0,3.0,313.5128926650641
Super built-up  Area,Ready To Move,Byagadadhenahalli,2 BHK,VBavaai,620,2.0,1.0,35.06715952775802
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Hintsk ,1470,2.0,2.0,82.22841990577304
Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,2 BHK,MaisePa,1190,2.0,1.0,67.65108538042693
Super built-up  Area,18-Aug,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,70.05200623272884
Built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,Shise P,1275,2.0,1.0,71.89238959194691
Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1308,2.0,1.0,74.39652967975135
Super built-up  Area,18-May,Choodasandra,3 BHK,Emhtsl ,1546,3.0,2.0,110.58761683283221
Super built-up  Area,Ready To Move,NRI Layout,3 BHK,Adarli ,1630,3.0,2.0,115.38945853743604
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3553,4.0,2.0,286.526382728105
Super built-up  Area,Ready To Move,Cooke Town,3 BHK,,1500,3.0,1.0,108.76913906645812
Built-up  Area,Ready To Move,Gokula Extension,3 BHK,DSrat S,1275,2.0,1.0,71.89238959194691
Plot  Area,Ready To Move,Vidyaranyapura,6 Bedroom,,3000,6.0,3.0,316.81931367108524
Built-up  Area,Ready To Move,Shantiniketan Layout,3 BHK,Wisic C,1580,2.0,3.0,87.70544373279766
Super built-up  Area,18-Aug,Hormavu,3 BHK,Kolisl ,1498,3.0,2.0,107.8437072873443
Super built-up  Area,Ready To Move,Hanuma Reddy Layout,2 BHK,,1328,2.0,2.0,74.72872310898616
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,Samesar,1291,2.0,3.0,71.80252395295406
Built-up  Area,Ready To Move,Dasarahalli,3 BHK,Sooneoo,1700,3.0,2.0,119.39099329127258
Built-up  Area,Ready To Move,Anekal,2 BHK,,1200,2.0,2.0,67.41163098768507
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,600,3.0,1.0,111.67282948714299
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,Shreean,1491,2.0,2.0,83.42888033192399
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Shana S,1305,2.0,2.0,73.41393311843987
Built-up  Area,Ready To Move,Old Madras Road,3 Bedroom,GRlas V,2300,3.0,2.0,153.68986260987143
Built-up  Area,Ready To Move,Koramangala,2 BHK,PNinena,1070,2.0,2.0,59.98020930198865
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1143,2.0,2.0,64.15323840241818
Super built-up  Area,Ready To Move,Maragondanahalli,2 BHK,ArnzaFi,1307,2.0,2.0,73.52826268283519
Plot  Area,Ready To Move,Babusapalaya,3 Bedroom,,2400,3.0,1.0,213.951735167658
Super built-up  Area,20-Dec,Varthur,3 BHK,Myple M,1535,3.0,2.0,109.9588042286579
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Bhensa ,1660,3.0,,118.72660643280298
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1135,2.0,2.0,63.69592014483686
Super built-up  Area,Ready To Move,New Baiyyappanahalli,1 BHK,,750,1.0,1.0,19.101610008699296
Super built-up  Area,18-Feb,Dasarahalli,3 BHK,KSliaor,1367,2.0,1.0,77.15154955413206
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Prarkun,630,1.0,1.0,12.24183614497953
Plot  Area,Ready To Move,Pattegarhpalya,2 Bedroom,,2656,2.0,0.0,206.00005042022354
Plot  Area,Ready To Move,Kalyan nagar,8 Bedroom,,1200,7.0,1.0,238.32417907419935
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,39.640342103571186
Plot  Area,Ready To Move,Kalidasa Layout,7 Bedroom,,545,7.0,3.0,199.87674458057347
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1890,4.0,3.0,153.45587317414703
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,97.94235184566853
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,914,2.0,2.0,51.062503279152956
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,1163,2.0,1.0,66.10763626108997
Super built-up  Area,Ready To Move,Rajarajeshwari nagar,2 BHK,,1095,2.0,1.0,62.220431071648775
Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,,754,2.0,1.0,42.727240342245096
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCs 2rj,2159,4.0,2.0,169.64430180003734
Plot  Area,Ready To Move,Mathikere Extension,4 Bedroom,,1200,3.0,1.0,144.7362942551788
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Pae 1ov,1300,2.0,1.0,73.93921142217005
Super built-up  Area,Ready To Move,Chikku Lakshmaiah Layout,4 BHK,Prlis A,3600,4.0,0.0,253.02325510102773
Built-up  Area,Ready To Move,Gottigere,2 BHK,,900,2.0,2.0,50.26219632838565
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1075,2.0,1.0,61.077135427695474
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1900,3.0,3.0,167.8249243358915
Built-up  Area,Ready To Move,Chandra Layout,2 BHK,,1600,2.0,1.0,91.08864608146946
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1285,2.0,2.0,72.27063747448658
Super built-up  Area,18-Dec,JP Nagar,3 BHK,Shestut,2640,3.0,2.0,173.12588855707742
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Srncya ,1150,2.0,1.0,65.36449409252035
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1930,4.0,2.0,156.5535666767721
Super built-up  Area,Ready To Move,CV Raman Nagar,1 BHK,Trave E,600,1.0,1.0,10.526892679049581
Plot  Area,Ready To Move,Kadugodi,4 Bedroom,,1920,4.0,2.0,209.09850870281556
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1241,2.0,1.0,69.9487869972263
Super built-up  Area,18-Aug,Hosur Road,3 BHK,PuendWe,1906,3.0,1.0,131.97804063871
Super built-up  Area,19-Feb,Basavangudi,3 BHK,,1650,3.0,2.0,116.53275418138934
Super built-up  Area,19-Dec,Electronic City,1 BHK,Shntie ,530 - 575,1.0,0.0,8.622667739379011
Plot  Area,Ready To Move,Prithvi Layout,3 Bedroom,Prigh L,2500,4.0,2.0,242.87178465274263
Plot  Area,Ready To Move,Adugodi,5 Bedroom,,1400,3.0,2.0,154.74044620471173
Built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,MancyRe,1350,2.0,3.0,74.55754382733477
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1400,2.0,2.0,78.84458742721802
Super built-up  Area,Ready To Move,Reliable Tranquil Layout,3 BHK,,1500,3.0,0.0,109.58024128117663
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1507,3.0,2.0,108.35819032712328
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,,1110,2.0,2.0,62.26680058989524
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160 - 1260,2.0,0.0,69.6054832390987
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1609,3.0,1.0,115.00010032600359
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prncy R,1280,2.0,1.0,72.79591577821674
Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1610,2.0,2.0,90.2314894134461
Super built-up  Area,20-Jan,Binny Pete,2 BHK,She 2rk,1335,2.0,1.0,75.93997879908831
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,Reitice,1650,3.0,3.0,115.72165196667083
Built-up  Area,Ready To Move,Nayandanahalli,2 BHK,Rarelt ,1280,2.0,1.0,72.79591577821674
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Sthtsg ,1050,2.0,,60.45911808747235
Super built-up  Area,Ready To Move,Govindapura,2 BHK,AbarkVa,1310,2.0,1.0,74.51085924414669
Super built-up  Area,18-May,Devarabisanahalli,2 BHK,,1350,2.0,2.0,75.98634831733479
Plot  Area,Ready To Move,Akshaya Nagar,3 Bedroom,,540,4.0,1.0,131.63991376003824
Built-up  Area,Ready To Move,Thubarahalli,3 BHK,Soowsa ,1263,2.0,1.0,71.20641220557494
Super built-up  Area,Ready To Move,Chokkanahalli,3 BHK,DSineSu,1340,2.0,2.0,74.79699822007662
Super built-up  Area,18-May,Old Airport Road,4 BHK,Jaades ,2690,4.0,,201.0033033011528
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1511,3.0,1.0,109.39795167063244
Super built-up  Area,Ready To Move,Shanthala Nagar,3 BHK,Niair M,2500,3.0,2.0,165.12281904940437
Super built-up  Area,19-May,Thanisandra,3 BHK,G conTh,1589,3.0,3.0,112.23460025261329
Plot  Area,Ready To Move,Hulimavu,9 Bedroom,,1200,6.0,2.0,212.88070110416265
Built-up  Area,Ready To Move,Munnekollal,3 BHK,JRarlPe,1527,3.0,0.0,111.12369040051357
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,DSdorSp,1017,2.0,1.0,57.76157806023092
Built-up  Area,Ready To Move, Kanakpura Road,1 RK,Srini S,435,1.0,0.0,1.9058058311534154
Super built-up  Area,19-Aug,Attibele,2 BHK,,805,2.0,1.0,45.642644234326
Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,KHatsFl,750,1.0,2.0,17.672805518699278
Carpet  Area,Ready To Move,1st Block Koramangala,8 BHK,,3400,8.0,2.0,333.55597905107834
Plot  Area,Ready To Move,Sadaramangala,3 Bedroom,,1915,4.0,3.0,208.61928485239025
Super built-up  Area,Ready To Move,Andrahalli,8 BHK,,4000,8.0,3.0,367.0437461549586
Super built-up  Area,Ready To Move,Ittamadu,2 BHK,Naory G,1120,2.0,2.0,62.83844841187189
Super built-up  Area,18-Oct,Whitefield,2 BHK,Umods W,1290,2.0,1.0,73.36756360019339
Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,,1200,2.0,2.0,67.41163098768507
Plot  Area,Ready To Move,Ramamurthy Nagar,8 Bedroom,,1200,6.0,2.0,213.4984033794442
Built-up  Area,Ready To Move,Gubbalala,2 Bedroom,,2400,2.0,2.0,136.00936962488277
Built-up  Area,17-Jan,Thanisandra,3 BHK,Soitya ,1700,3.0,2.0,119.39099329127258
Super built-up  Area,Ready To Move,8th Block Jayanagar,3 BHK,Adens G,1600,3.0,3.0,112.8634128567876
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1240,2.0,1.0,70.50932449031015
Super built-up  Area,Ready To Move,Ankappa Layout,2 BHK,Sancya ,1100,2.0,2.0,61.69515276791859
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,,525,1.0,1.0,6.239534014224731
Super built-up  Area,16-Jul,Victoria Layout,2 BHK,,1200,2.0,1.0,68.22273320240356
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Leilo E,2190,3.0,2.0,147.40173656812829
Super built-up  Area,Ready To Move,Roopena Agrahara,3 BHK,Neide P,1435,2.0,1.0,81.03875474357326
Built-up  Area,Ready To Move,Bande Nallasandra,3 Bedroom,Ceityy ,1741 - 2074,3.0,0.0,132.874890026725
Plot  Area,18-Nov,Chandapura,2 Bedroom,,1200,2.0,1.0,121.95702532570519
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2.0,1.0,71.03491785898194
Built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,,470,1.0,1.0,3.0954709933531745
Plot  Area,Ready To Move,Annaiah Reddy Layout,4 Bedroom,,1550,3.0,1.0,164.74396802436146
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1060,2.0,1.0,60.21966369473051
Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1710,3.0,2.0,119.96264111324922
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,,1610,2.0,3.0,89.4203871987276
Super built-up  Area,18-Aug,Haralur Road,1 BHK,SNnia E,560,1.0,1.0,8.240301391142992
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,PhestOn,1763,3.0,2.0,161.42215366481145
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1200,2.0,1.0,68.22273320240356
Super built-up  Area,Ready To Move,Kamakshipalya,6 BHK,,1200,3.0,1.0,89.76659758131416
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Sincyh ,1000,2.0,0.0,57.60087897758912
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Trade E,1360,2.0,1.0,76.7513960787484
Super built-up  Area,19-Dec,Sarjapur  Road,2 BHK,Soini T,868,2.0,2.0,48.43292329806038
Built-up  Area,Ready To Move,MS Pallya,7 Bedroom,,4600,7.0,0.0,380.37895091295786
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Prensya,1273,2.0,1.0,72.39576230283309
Super built-up  Area,Ready To Move,Ashwini layout,2 BHK,,1100,2.0,3.0,60.8840505532001
Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,,1175,2.0,2.0,65.98251143274345
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,,1165,2.0,1.0,66.22196582548531
Super built-up  Area,18-Aug,Hennur Road,3 BHK,Puachal,1804,3.0,2.0,125.33613063982972
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,NCdgerj,1109,2.0,0.0,63.83184023713457
Super built-up  Area,Ready To Move,Begur Road,3 BHK,SLtalry,1610,2.0,2.0,90.2314894134461
Plot  Area,Ready To Move,Hoskote,2 Bedroom,,600,2.0,1.0,87.65815600710634
Built-up  Area,18-Dec,Huskur,2 BHK,,1020,2.0,1.0,57.93307240682391
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1682,3.0,1.0,119.1731294264331
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,1000,1.0,0.0,87.32049762085407
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175,2.0,1.0,66.79361364746195
Built-up  Area,18-Aug,Bommasandra Industrial Area,3 BHK,,1400,2.0,1.0,79.037987366655
Plot  Area,18-May,Sarjapur,4 Bedroom,Puodsm ,2500,5.0,3.0,265.4576536427793
Super built-up  Area,18-Dec,Vivekananda Nagar,3 BHK,,1650,3.0,2.0,116.53275418138934
Super built-up  Area,18-Apr,Devanahalli,2 BHK,Sabixtt,1009,2.0,2.0,56.4931575879311
Plot  Area,Ready To Move,4th T block Jayanagar,4 Bedroom,,2400,4.0,0.0,238.15980858713166
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,SLaceda,1353,3.0,1.0,100.36591608340142
Super built-up  Area,18-Jan,Bannerghatta Road,3 BHK,GRarken,1640,3.0,2.0,115.9611063594127
Plot  Area,Ready To Move,Dinnur,3 Bedroom,,1500,2.0,1.0,138.4887577097231
Super built-up  Area,18-May,Seegehalli,3 BHK,,1295,3.0,2.0,96.23925650121835
Plot  Area,Ready To Move,Jayanagar,8 Bedroom,,2100,7.0,2.0,288.9613808373791
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Vaosei ,1152 - 1197,2.0,0.0,67.57613347108162
Super built-up  Area,19-Dec,Anjanapura,3 BHK,DSapeto,1456,2.0,1.0,82.23921516972422
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,,1065,2.0,2.0,59.694385391000324
Built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,Oaeze B,1575,3.0,0.0,113.86759994600148
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1180,2.0,1.0,66.46173528316876
Super built-up  Area,Ready To Move,VHBCS Layout,3 BHK,OlarkLa,1881,3.0,3.0,128.9267166543314
Super built-up  Area,18-Jul,Hosa Road,2 BHK,Mahesr ,1161,2.0,1.0,65.99330669669465
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Prldsri,1278,3.0,1.0,96.07855741857655
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1335,2.0,1.0,75.93997879908831
Plot  Area,Ready To Move,Nandini Layout,7 Bedroom,,1650,4.0,0.0,193.43311511303853
Super built-up  Area,18-Nov,Sarjapur  Road,1 BHK,AsastDe,778,1.0,1.0,20.70222391023391
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1575,2.0,2.0,88.23072203652782
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,781,1.0,2.0,20.062616042108402
Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1200,2.0,1.0,68.22273320240356
